Zip Code,Area Code,City,County,State,Country,LivabilityScore,Housing,Neighborhood,Transportation,Environment,Health,Engagement,Opportunity
36040,334,HAYNEVILLE,LOWNDES,"Alabama, AL",US,39,63,33,27,59,17,55,18
35750,256,HAZEL GREEN,MADISON,"Alabama, AL",US,51,50,37,35,71,51,62,54
36345,334,HEADLAND,HENRY,"Alabama, AL",US,48,51,46,46,61,21,58,51
36264,256,HEFLIN,CLEBURNE,"Alabama, AL",US,39,58,40,34,39,24,44,37
35080,205,HELENA,SHELBY,"Alabama, AL",US,51,23,47,44,70,56,56,63
35978,256,HENAGAR,DE KALB,"Alabama, AL",US,47,58,37,39,66,25,56,49
35979,256,HIGDON,JACKSON,"Alabama, AL",US,43,63,33,35,42,28,52,47
36041,334,HIGHLAND HOME,CRENSHAW,"Alabama, AL",US,43,65,29,41,60,19,49,41
35643,256,HILLSBORO,LAWRENCE,"Alabama, AL",US,44,57,38,14,80,19,48,55
35571,205,HODGES,FRANKLIN,"Alabama, AL",US,49,72,24,62,60,31,49,45
35082,205,HOLLINS,CLAY,"Alabama, AL",US,45,70,33,41,58,18,48,47
35083,205,HOLLY POND,CULLMAN,"Alabama, AL",US,44,55,34,34,60,27,55,40
35751,256,HOLLYTREE,JACKSON,"Alabama, AL",US,43,63,33,35,42,28,52,47
35752,256,HOLLYWOOD,JACKSON,"Alabama, AL",US,44,62,33,34,44,27,55,51
36042,334,HONORAVILLE,CRENSHAW,"Alabama, AL",US,43,65,29,41,60,19,49,41
36043,334,HOPE HULL,MONTGOMERY,"Alabama, AL",US,55,67,41,43,69,38,68,56
35980,205,HORTON,MARSHALL,"Alabama, AL",US,47,61,34,40,60,26,55,51
35572,205,HOUSTON,WINSTON,"Alabama, AL",US,45,65,30,40,60,20,56,46
35801,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35802,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35803,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35804,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35805,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35806,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35807,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35808,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35809,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35810,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35811,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35812,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35813,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35814,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35815,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35816,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35824,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35893,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35894,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35895,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35896,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35897,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35898,256,HUNTSVILLE,MADISON,"Alabama, AL",US,,,,,,,,
35899,256,HUNTSVILLE,MADISON,"Alabama, AL",US,54,57,47,49,65,51,65,43
36543,334,HUXFORD,ESCAMBIA,"Alabama, AL",US,41,57,32,38,46,19,48,45
35981,256,IDER,DE KALB,"Alabama, AL",US,48,57,34,41,65,32,56,48
36544,251,IRVINGTON,MOBILE,"Alabama, AL",US,51,70,40,47,55,32,71,40
36346,334,JACK,COFFEE,"Alabama, AL",US,50,58,34,42,61,36,68,51
36545,251,JACKSON,CLARKE,"Alabama, AL",US,47,63,44,44,42,23,79,33
36265,256,JACKSONVILLE,CALHOUN,"Alabama, AL",US,50,59,41,48,61,35,59,45
35501,205,JASPER,WALKER,"Alabama, AL",US,,,,,,,,
35502,205,JASPER,WALKER,"Alabama, AL",US,,,,,,,,
35503,205,JASPER,WALKER,"Alabama, AL",US,,,,,,,,
35504,205,JASPER,WALKER,"Alabama, AL",US,46,39,39,40,74,25,51,57
36745,334,JEFFERSON,MARENGO,"Alabama, AL",US,,,,,,,,
36745,334,JEFFERSON,MARENGO,"Alabama, AL",US,49,52,43,41,52,48,61,44
35085,205,JEMISON,CHILTON,"Alabama, AL",US,40,33,30,35,56,22,42,59
36749,334,JONES,AUTAUGA,"Alabama, AL",US,,,,,,,,
36749,334,JONES,AUTAUGA,"Alabama, AL",US,46,58,37,34,57,34,64,41
35087,256,JOPPA,CULLMAN,"Alabama, AL",US,44,52,34,39,56,27,55,46
35573,205,KANSAS,WALKER,"Alabama, AL",US,47,49,31,41,80,25,51,56
35468,205,KELLERMAN,TUSCALOOSA,"Alabama, AL",US,48,55,37,36,71,32,60,43
35089,256,KELLYTON,COOSA,"Alabama, AL",US,40,53,35,34,60,15,48,36
35574,205,KENNEDY,LAMAR,"Alabama, AL",US,42,68,30,39,26,23,71,39
36045,334,KENT,ELMORE,"Alabama, AL",US,43,65,20,25,60,36,59,32
35645,256,KILLEN,LAUDERDALE,"Alabama, AL",US,46,54,34,36,57,32,60,52
35091,205,KIMBERLY,JEFFERSON,"Alabama, AL",US,47,47,29,35,59,51,60,52
36453,334,KINSTON,COFFEE,"Alabama, AL",US,49,61,29,44,60,32,68,48
35469,205,KNOXVILLE,GREENE,"Alabama, AL",US,30,82,18,9,18,6,57,24
35754,256,LACEYS SPRING,MORGAN,"Alabama, AL",US,49,57,39,38,70,35,59,43
35755,256,LANGSTON,JACKSON,"Alabama, AL",US,43,60,27,46,45,27,48,48
36046,334,LAPINE,MONTGOMERY,"Alabama, AL",US,55,67,41,43,69,38,68,56
36793,334,LAWLEY,BIBB,"Alabama, AL",US,,,,,,,,
36793,334,LAWLEY,BIBB,"Alabama, AL",US,37,50,25,30,60,15,34,47
35094,205,LEEDS,JEFFERSON,"Alabama, AL",US,46,51,42,37,44,49,58,38
35983,256,LEESBURG,CHEROKEE,"Alabama, AL",US,39,58,25,40,58,24,50,19
35646,256,LEIGHTON,COLBERT,"Alabama, AL",US,48,67,30,20,76,31,62,52
36454,334,LENOX,CONECUH,"Alabama, AL",US,41,65,24,33,60,10,71,25
36548,251,LEROY,WASHINGTON,"Alabama, AL",US,39,51,25,40,38,20,59,38
35647,256,LESTER,LIMESTONE,"Alabama, AL",US,49,54,30,38,60,36,54,69
36047,334,LETOHATCHEE,LOWNDES,"Alabama, AL",US,37,63,28,23,58,16,55,13
35648,256,LEXINGTON,LAUDERDALE,"Alabama, AL",US,47,61,34,37,60,32,60,48
36549,251,LILLIAN,BALDWIN,"Alabama, AL",US,49,54,36,44,60,48,64,40
35096,205,LINCOLN,TALLADEGA,"Alabama, AL",US,45,58,29,21,72,29,59,45
36748,334,LINDEN,MARENGO,"Alabama, AL",US,,,,,,,,
36748,334,LINDEN,MARENGO,"Alabama, AL",US,53,65,37,59,60,17,80,52
36266,256,LINEVILLE,CLAY,"Alabama, AL",US,47,74,39,41,60,19,48,45
36550,251,LITTLE RIVER,BALDWIN,"Alabama, AL",US,47,65,23,24,66,40,63,46
35470,205,LIVINGSTON,SUMTER,"Alabama, AL",US,47,76,39,31,57,17,73,33
36455,334,LOCKHART,COVINGTON,"Alabama, AL",US,50,64,43,49,61,15,64,56
35097,205,LOCUST FORK,BLOUNT,"Alabama, AL",US,45,46,36,36,60,33,42,65
35098,256,LOGAN,CULLMAN,"Alabama, AL",US,43,45,28,39,60,27,55,47
36048,334,LOUISVILLE,BARBOUR,"Alabama, AL",US,40,66,24,61,29,14,52,32
36751,334,LOWER PEACH TREE,WILCOX,"Alabama, AL",US,,,,,,,,
36751,334,LOWER PEACH TREE,WILCOX,"Alabama, AL",US,36,56,28,34,42,16,53,22
36752,334,LOWNDESBORO,LOWNDES,"Alabama, AL",US,,,,,,,,
36752,334,LOWNDESBORO,LOWNDES,"Alabama, AL",US,36,61,27,22,60,17,55,7
36551,251,LOXLEY,BALDWIN,"Alabama, AL",US,49,57,36,40,63,41,63,43
36049,334,LUVERNE,CRENSHAW,"Alabama, AL",US,44,68,33,45,60,17,49,38
35575,205,LYNN,WINSTON,"Alabama, AL",US,45,66,26,34,60,26,56,45
35756,256,MADISON,LIMESTONE,"Alabama, AL",US,,,,,,,,
35757,256,MADISON,MADISON,"Alabama, AL",US,,,,,,,,
35758,256,MADISON,MADISON,"Alabama, AL",US,55,46,43,50,70,51,63,61
36754,334,MAGNOLIA,MARENGO,"Alabama, AL",US,,,,,,,,
36754,334,MAGNOLIA,MARENGO,"Alabama, AL",US,46,65,30,40,55,17,76,41
36555,251,MAGNOLIA SPRINGS,BALDWIN,"Alabama, AL",US,49,54,36,44,60,48,64,40
36556,334,MALCOLM,WASHINGTON,"Alabama, AL",US,39,51,25,40,38,20,59,38
36349,334,MALVERN,GENEVA,"Alabama, AL",US,42,52,33,41,60,21,43,44
36750,334,MAPLESVILLE,CHILTON,"Alabama, AL",US,,,,,,,,
36750,334,MAPLESVILLE,CHILTON,"Alabama, AL",US,38,39,25,27,58,18,42,57
36051,334,MARBURY,AUTAUGA,"Alabama, AL",US,46,58,37,34,57,34,64,41
35112,205,MARGARET,SAINT CLAIR,"Alabama, AL",US,43,33,34,42,46,40,43,60
36756,334,MARION,PERRY,"Alabama, AL",US,,,,,,,,
36756,334,MARION,PERRY,"Alabama, AL",US,42,67,46,41,33,14,57,37
36759,334,MARION JUNCTION,DALLAS,"Alabama, AL",US,,,,,,,,
36759,334,MARION JUNCTION,DALLAS,"Alabama, AL",US,45,63,33,47,58,13,74,29
36052,334,MATHEWS,MONTGOMERY,"Alabama, AL",US,48,59,38,43,58,32,60,44
35114,205,MAYLENE,SHELBY,"Alabama, AL",US,50,20,41,41,70,49,54,73
35111,205,MC CALLA,JEFFERSON,"Alabama, AL",US,49,52,43,41,52,48,61,44
36553,251,MC INTOSH,WASHINGTON,"Alabama, AL",US,38,50,28,30,34,20,62,39
36456,334,MC KENZIE,BUTLER,"Alabama, AL",US,41,75,20,38,31,17,66,40
35471,205,MC SHAN,PICKENS,"Alabama, AL",US,38,70,31,43,30,16,51,26
36753,334,MC WILLIAMS,WILCOX,"Alabama, AL",US,,,,,,,,
36753,334,MC WILLIAMS,WILCOX,"Alabama, AL",US,36,56,28,34,42,16,53,22
36457,334,MEGARGEL,MONROE,"Alabama, AL",US,43,59,27,41,57,26,53,40
35984,256,MENTONE,DE KALB,"Alabama, AL",US,42,49,29,38,65,25,56,35
35759,256,MERIDIANVILLE,MADISON,"Alabama, AL",US,52,47,38,41,66,51,73,47
36458,334,MEXIA,MONROE,"Alabama, AL",US,43,59,27,41,57,26,53,40
36350,334,MIDLAND CITY,DALE,"Alabama, AL",US,46,63,36,33,61,23,59,50
36053,334,MIDWAY,BULLOCK,"Alabama, AL",US,36,68,24,28,35,16,50,32
36054,334,MILLBROOK,ELMORE,"Alabama, AL",US,46,54,47,33,60,32,55,40
36267,256,MILLERVILLE,CLAY,"Alabama, AL",US,45,70,33,41,58,18,48,47
35576,205,MILLPORT,LAMAR,"Alabama, AL",US,46,69,31,39,49,26,71,36
36558,251,MILLRY,WASHINGTON,"Alabama, AL",US,40,51,24,48,42,20,59,37
36761,334,MINTER,DALLAS,"Alabama, AL",US,,,,,,,,
36761,334,MINTER,DALLAS,"Alabama, AL",US,45,63,33,47,58,13,74,29
36601,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36602,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36603,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36604,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36605,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36606,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36607,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36608,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36609,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36610,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36611,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36612,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36615,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36616,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36617,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36618,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36619,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36621,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36622,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36625,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36628,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36630,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36633,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36640,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36641,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36644,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36652,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36660,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36663,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36670,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36671,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36675,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36685,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36688,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36689,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36690,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36691,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36693,251,MOBILE,MOBILE,"Alabama, AL",US,,,,,,,,
36695,251,MOBILE,MOBILE,"Alabama, AL",US,51,65,43,61,51,32,65,42
36460,251,MONROEVILLE,MONROE,"Alabama, AL",US,,,,,,,,
36461,251,MONROEVILLE,MONROE,"Alabama, AL",US,,,,,,,,
36462,251,MONROEVILLE,MONROE,"Alabama, AL",US,47,61,37,49,60,26,53,41
35115,205,MONTEVALLO,SHELBY,"Alabama, AL",US,51,41,38,42,69,49,54,63
36101,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36102,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36103,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36104,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36105,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36106,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36107,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36108,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36109,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36110,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36111,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36112,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36113,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36114,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36115,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36116,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36117,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36118,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36119,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36120,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36121,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36123,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36124,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36125,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36130,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36131,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36132,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36133,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36134,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36135,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36140,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36141,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36142,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36177,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,,,,,,,,
36191,334,MONTGOMERY,MONTGOMERY,"Alabama, AL",US,55,68,43,46,69,38,68,56
36559,251,MONTROSE,BALDWIN,"Alabama, AL",US,54,53,47,58,64,54,63,36
35004,205,MOODY,SAINT CLAIR,"Alabama, AL",US,44,35,39,41,43,40,46,64
35649,256,MOORESVILLE,LIMESTONE,"Alabama, AL",US,42,49,36,11,45,39,54,58
35116,205,MORRIS,JEFFERSON,"Alabama, AL",US,48,50,34,39,50,51,60,55
36762,334,MORVIN,CLARKE,"Alabama, AL",US,,,,,,,,
36762,334,MORVIN,CLARKE,"Alabama, AL",US,43,65,30,40,40,21,74,34
35650,256,MOULTON,LAWRENCE,"Alabama, AL",US,49,70,48,27,81,15,50,49
35474,205,MOUNDVILLE,HALE,"Alabama, AL",US,42,58,32,39,63,21,50,26
35651,256,MOUNT HOPE,LAWRENCE,"Alabama, AL",US,46,55,34,26,80,15,48,61
36057,334,MOUNT MEIGS,MONTGOMERY,"Alabama, AL",US,55,67,41,43,69,38,68,56
35117,205,MOUNT OLIVE,JEFFERSON,"Alabama, AL",US,47,41,32,31,58,51,60,53
36560,251,MOUNT VERNON,MOBILE,"Alabama, AL",US,44,68,23,38,41,32,60,45
35118,205,MULGA,JEFFERSON,"Alabama, AL",US,48,60,31,33,60,51,60,44
36268,256,MUNFORD,TALLADEGA,"Alabama, AL",US,44,64,31,20,58,20,65,50
36269,256,MUSCADINE,CLEBURNE,"Alabama, AL",US,39,57,30,33,43,28,44,40
35661,256,MUSCLE SHOALS,COLBERT,"Alabama, AL",US,,,,,,,,
35662,256,MUSCLE SHOALS,COLBERT,"Alabama, AL",US,55,56,48,50,69,31,62,69
36763,334,MYRTLEWOOD,MARENGO,"Alabama, AL",US,,,,,,,,
36763,334,MYRTLEWOOD,MARENGO,"Alabama, AL",US,47,62,19,31,60,17,76,65
36764,334,NANAFALIA,MARENGO,"Alabama, AL",US,,,,,,,,
36764,334,NANAFALIA,MARENGO,"Alabama, AL",US,46,65,30,40,55,17,76,41
35577,205,NATURAL BRIDGE,WINSTON,"Alabama, AL",US,46,67,26,31,60,26,56,54
35578,205,NAUVOO,WALKER,"Alabama, AL",US,44,44,25,34,80,25,51,50
36351,334,NEW BROCKTON,COFFEE,"Alabama, AL",US,47,59,27,26,60,37,68,50
35119,205,NEW CASTLE,JEFFERSON,"Alabama, AL",US,46,44,33,34,61,51,60,42
35760,256,NEW HOPE,MADISON,"Alabama, AL",US,52,58,33,32,71,51,62,56
35761,256,NEW MARKET,MADISON,"Alabama, AL",US,52,56,30,45,71,51,62,49
36765,334,NEWBERN,HALE,"Alabama, AL",US,,,,,,,,
36765,334,NEWBERN,HALE,"Alabama, AL",US,35,66,26,17,60,17,45,16
36352,334,NEWTON,DALE,"Alabama, AL",US,46,64,39,27,61,24,58,46
36353,334,NEWVILLE,HENRY,"Alabama, AL",US,44,54,29,44,60,21,58,42
35762,256,NORMAL,MADISON,"Alabama, AL",US,52,63,44,50,66,51,63,28
35473,205,NORTHPORT,TUSCALOOSA,"Alabama, AL",US,,,,,,,,
35475,205,NORTHPORT,TUSCALOOSA,"Alabama, AL",US,,,,,,,,
35476,205,NORTHPORT,TUSCALOOSA,"Alabama, AL",US,49,54,40,39,66,32,62,47
36766,251,OAK HILL,WILCOX,"Alabama, AL",US,46,49,25,35,80,25,51,55
36766,251,OAK HILL,WILCOX,"Alabama, AL",US,36,53,30,37,42,20,53,15
35579,205,OAKMAN,WALKER,"Alabama, AL",US,46,49,25,35,80,25,51,55
35120,205,ODENVILLE,SAINT CLAIR,"Alabama, AL",US,42,36,33,40,46,40,43,57
36271,256,OHATCHEE,CALHOUN,"Alabama, AL",US,46,57,31,29,61,34,60,48
35121,205,ONEONTA,BLOUNT,"Alabama, AL",US,47,46,49,41,61,21,42,69
36801,334,OPELIKA,LEE,"Alabama, AL",US,,,,,,,,
36802,334,OPELIKA,LEE,"Alabama, AL",US,,,,,,,,
36803,334,OPELIKA,LEE,"Alabama, AL",US,,,,,,,,
36804,334,OPELIKA,LEE,"Alabama, AL",US,,,,,,,,
36801,334,OPELIKA,LEE,"Alabama, AL",US,,,,,,,,
36802,334,OPELIKA,LEE,"Alabama, AL",US,,,,,,,,
36803,334,OPELIKA,LEE,"Alabama, AL",US,,,,,,,,
36804,334,OPELIKA,LEE,"Alabama, AL",US,46,58,43,57,28,46,50,43
36467,334,OPP,COVINGTON,"Alabama, AL",US,48,64,40,40,61,28,64,39
36561,251,ORANGE BEACH,BALDWIN,"Alabama, AL",US,50,50,36,47,66,48,63,40
36767,334,ORRVILLE,DALLAS,"Alabama, AL",US,,,,,,,,
36767,334,ORRVILLE,DALLAS,"Alabama, AL",US,43,70,22,40,60,13,74,23
35763,256,OWENS CROSS ROADS,MADISON,"Alabama, AL",US,50,51,33,32,71,51,62,50
36203,256,OXFORD,CALHOUN,"Alabama, AL",US,45,56,37,32,47,32,63,51
36360,334,OZARK,DALE,"Alabama, AL",US,,,,,,,,
36361,334,OZARK,DALE,"Alabama, AL",US,48,61,41,45,61,28,58,39
35764,256,PAINT ROCK,JACKSON,"Alabama, AL",US,41,62,30,20,45,36,48,49
35123,205,PALMERDALE,JEFFERSON,"Alabama, AL",US,49,52,43,41,52,48,61,44
35477,205,PANOLA,SUMTER,"Alabama, AL",US,44,62,27,41,60,26,49,45
36370,334,PANSEY,HOUSTON,"Alabama, AL",US,49,56,36,42,71,24,67,45
35580,205,PARRISH,WALKER,"Alabama, AL",US,46,45,35,37,78,25,51,51
35124,205,PELHAM,SHELBY,"Alabama, AL",US,50,29,47,37,57,55,56,65
35125,205,PELL CITY,SAINT CLAIR,"Alabama, AL",US,,,,,,,,
35128,205,PELL CITY,SAINT CLAIR,"Alabama, AL",US,42,40,40,39,34,40,43,56
36562,251,PERDIDO,BALDWIN,"Alabama, AL",US,49,54,36,44,60,48,64,40
36470,334,PERDUE HILL,MONROE,"Alabama, AL",US,43,59,27,41,57,26,53,40
36061,334,PEROTE,BULLOCK,"Alabama, AL",US,38,68,31,37,35,16,50,30
36471,251,PETERMAN,MONROE,"Alabama, AL",US,49,53,35,38,76,24,66,54
35478,205,PETERSON,TUSCALOOSA,"Alabama, AL",US,48,55,37,35,71,32,60,43
36062,334,PETREY,CRENSHAW,"Alabama, AL",US,42,60,25,36,60,26,49,37
35581,205,PHIL CAMPBELL,FRANKLIN,"Alabama, AL",US,45,69,31,33,60,24,49,47
36272,256,PIEDMONT,CALHOUN,"Alabama, AL",US,49,64,40,38,61,27,55,59
36064,334,PIKE ROAD,MONTGOMERY,"Alabama, AL",US,44,60,31,27,61,23,58,50
36371,334,PINCKARD,DALE,"Alabama, AL",US,44,60,31,27,61,23,58,50
36768,251,PINE APPLE,WILCOX,"Alabama, AL",US,36,53,30,37,42,20,53,15
36768,251,PINE APPLE,WILCOX,"Alabama, AL",US,,,,,,,,
36769,334,PINE HILL,WILCOX,"Alabama, AL",US,36,58,35,32,42,11,53,23
36769,334,PINE HILL,WILCOX,"Alabama, AL",US,,,,,,,,
36065,334,PINE LEVEL,MONTGOMERY,"Alabama, AL",US,42,53,32,19,47,36,63,42
35126,205,PINSON,JEFFERSON,"Alabama, AL",US,48,50,36,35,60,51,61,45
35765,256,PISGAH,JACKSON,"Alabama, AL",US,42,66,29,35,45,27,48,42
36758,334,PLANTERSVILLE,DALLAS,"Alabama, AL",US,,,,,,,,
36758,334,PLANTERSVILLE,DALLAS,"Alabama, AL",US,39,63,22,23,60,13,74,21
35127,205,PLEASANT GROVE,JEFFERSON,"Alabama, AL",US,49,44,38,39,60,50,60,49
36564,251,POINT CLEAR,BALDWIN,"Alabama, AL",US,53,60,38,54,66,56,63,33
36066,334,PRATTVILLE,AUTAUGA,"Alabama, AL",US,,,,,,,,
36067,334,PRATTVILLE,AUTAUGA,"Alabama, AL",US,,,,,,,,
36068,334,PRATTVILLE,AUTAUGA,"Alabama, AL",US,48,58,45,38,59,33,64,40
35766,256,PRINCETON,JACKSON,"Alabama, AL",US,43,63,33,35,42,28,52,47
35130,205,QUINTON,WALKER,"Alabama, AL",US,45,43,32,34,76,26,51,53
35131,205,RAGLAND,SAINT CLAIR,"Alabama, AL",US,41,42,28,29,41,40,43,64
35906,256,RAINBOW CITY,ETOWAH,"Alabama, AL",US,47,58,36,38,56,30,62,53
35986,256,RAINSVILLE,DE KALB,"Alabama, AL",US,46,56,41,41,57,25,56,46
35480,205,RALPH,TUSCALOOSA,"Alabama, AL",US,48,55,37,35,71,32,60,43
36069,334,RAMER,MONTGOMERY,"Alabama, AL",US,55,67,41,43,69,38,68,56
36273,256,RANBURNE,CLEBURNE,"Alabama, AL",US,43,55,32,42,48,37,44,39
36792,334,RANDOLPH,BIBB,"Alabama, AL",US,39,43,31,34,57,17,34,53
36792,334,RANDOLPH,BIBB,"Alabama, AL",US,,,,,,,,
36473,334,RANGE,CONECUH,"Alabama, AL",US,41,65,24,33,60,10,71,25
35582,256,RED BAY,FRANKLIN,"Alabama, AL",US,46,71,41,40,61,11,49,47
36474,334,RED LEVEL,COVINGTON,"Alabama, AL",US,46,65,25,30,60,29,64,49
35481,205,REFORM,PICKENS,"Alabama, AL",US,36,71,29,40,30,15,51,20
35133,205,REMLAP,BLOUNT,"Alabama, AL",US,44,44,37,34,59,29,42,65
36475,251,REPTON,CONECUH,"Alabama, AL",US,39,61,21,23,60,15,70,27
36476,334,RIVER FALLS,COVINGTON,"Alabama, AL",US,47,65,34,37,57,29,64,41
35135,205,RIVERSIDE,SAINT CLAIR,"Alabama, AL",US,38,38,33,30,25,40,43,57
36274,334,ROANOKE,RANDOLPH,"Alabama, AL",US,40,61,40,50,33,18,51,29
36567,251,ROBERTSDALE,BALDWIN,"Alabama, AL",US,51,58,38,49,62,46,63,40
35136,256,ROCKFORD,COOSA,"Alabama, AL",US,40,55,37,24,60,11,54,35
35652,256,ROGERSVILLE,LAUDERDALE,"Alabama, AL",US,51,62,46,42,61,32,60,54
35653,256,RUSSELLVILLE,FRANKLIN,"Alabama, AL",US,50,70,49,46,60,24,49,52
